0.0125,0.0733
0.01275,0.0983
0.013,0.125
0.01325,0.0917
0.0135,0.09
0.01375,0.0183
0.014,0.1217
0.01425,-0.1017
0.0145,0.27
0.01475,-0.2233
0.015,-0.2483
0.01525,0.0167
0.0155,-0.0083
0.01575,-0.0517
0.016,-0.0367
0.01625,0.075
0.0165,0.08
0.01675,0.0183
0.017,0.02
0.01725,0.055
0.0175,0.055
0.01775,0.06
0.018,0.0583
0.01825,0.0467
0.0185,0.0433
0.01875,0.0483
0.019,0.0433
0.01925,0.0533
0.0195,0.055
0.01975,0.0933
0.02,0.0967
0.02025,0.155
0.0205,0.1567
0.02075,0.115
0.021,0.1167
0.02125,0.31
0.0215,0.1733
0.02175,0.06
0.022,0.17
0.02225,0.385
0.0225,0.3333
0.02275,0.1517
0.023,0.1433
0.02325,0.0333
0.0235,0.0333
0.02375,0.0767
0.024,0.0833
0.02425,-0.0067
0.0245,-0.0133
0.02475,-0.085
0.025,-0.05
0.02525,-0.0967
0.0255,-0.1017
0.02575,-0.135
0.026,-0.1233
0.02625,-0.0667
0.0265,-0.0617
0.02675,-0.0117
0.027,-0.0117
0.02725,-0.0433
0.0275,-0.0567
0.02775,-0.0383
0.028,-0.0383
0.02825,-0.07
0.0285,-0.0683
0.02875,-0.0783
0.029,-0.07
0.02925,-0.0517
0.0295,-0.05
0.02975,-0.0433
0.03,-0.0467
0.03025,-0.0367
0.0305,-0.0367
0.03075,-0.0467
0.031,-0.0483
0.03125,-0.0417
0.0315,-0.04
0.03175,-0.03
0.032,-0.03
0.03225,-0.0233
0.0325,-0.0217
0.03275,-0.0083
0.033,-0.0083
0.03325,0.0017
0.0335,0.005
0.03375,-0.0067
0.034,-0.0067
0.03425,-0.0167
0.0345,-0.0183
0.03475,-0.025
0.035,-0.02
0.03525,0.025
0.0355,0.0267
0.03575,0.0833
0.036,0.085
0.03625,-0.11
0.0365,-0.1267
0.03675,-0.47
0.037,-0.4733
0.03725,-0.265
0.0375,-0.25
0.03775,0.0183
0.038,0.0267
0.03825,0.1283
0.0385,0.1
0.03875,0.0383
0.039,0.09
0.03925,-0.0033
0.0395,-0.0083
0.03975,-0.045
0.04,-0.0183
0.04025,0.0617
0.0405,0.0617
0.04075,0.005
0.041,0.0033
0.04125,-0.03
0.0415,-0.025
0.04175,0.0017
0.042,0.0017
0.04225,-0.0417
0.0425,-0.04
0.04275,-0.0133
0.043,-0.0117
0.04325,0.005
0.0435,0.005
0.04375,0.0133
0.044,0.0117
0.04425,0.02
0.0445,0.0167
0.04475,0.025
0.045,0.0217
0.04525,0.0267
0.0455,0.0283
0.04575,0.0517
0.046,0.0533
0.04625,0.085
0.0465,0.085
0.04675,0.1033
0.047,0.0967
0.04725,-0.0417
0.0475,0.0217
0.04775,0.1317
0.048,0.1417
0.04825,0.2817
0.0485,0.225
0.04875,0.1
0.049,0.0967
0.04925,0.1217
0.0495,0.125
0.04975,0.0383
0.05,0.05
0.05025,0.0317
0.0505,0.0267
0.05075,-0.0583
0.051,-0.06
0.05125,-0.0317
0.0515,-0.0317
0.05175,-0.0233
0.052,-0.0283
0.05225,-0.0367
0.0525,-0.0367
0.05275,-0.0433
0.053,-0.0417
0.05325,-0.0367
0.0535,-0.0367
0.05375,-0.0317
0.054,-0.0283
0.05425,-0.035
0.0545,-0.04
0.05475,0.0083
0.055,0.0117
0.05525,0.1133
0.0555,0.1033
0.05575,-0.105
0.056,0.0433
0.05625,0.0867
0.0565,0.0867
0.05675,0.0483
0.057,0.045
0.05725,-0.0083
0.0575,-0.01
0.05775,-0.04
0.058,-0.0383
0.05825,-0.0483
0.0585,-0.0467
0.05875,-0.055
0.059,-0.055
0.05925,-0.05
0.0595,-0.0483
0.05975,-0.0383
0.06,-0.0417
0.06025,-0.0317
0.0605,-0.03
0.06075,-0.04
0.061,-0.0367
0.06125,-0.055
0.0615,-0.055
0.06175,-0.1083
0.062,-0.11
0.06225,-0.1283
0.0625,-0.1133
0.06275,-0.075
0.063,-0.0717
0.06325,-0.0383
0.0635,-0.035
0.06375,-0.0233
0.064,-0.035
0.06425,-0.0517
0.0645,-0.0483
0.06475,-0.0433
0.065,-0.045
0.06525,-0.03
0.0655,-0.0283
0.06575,-0.0167
0.066,-0.02
0.06625,-0.015
0.0665,-0.0183
0.06675,-0.0117
0.067,-0.0133
0.06725,-0.0083
0.0675,-0.0117
0.06775,0.0033
0.068,0.005
0.06825,0.02
0.0685,0.02
0.06875,0.035
0.069,0.0317
0.06925,0.0117
0.0695,0.0083
0.06975,-0.0917
0.07,-0.095
0.07025,-0.125
0.0705,-0.1117
0.07075,-0.0417
0.071,-0.04
0.07125,0.0033
0.0715,0.0033
0.07175,0.0317
0.072,0.0283
0.07225,0.0583
0.0725,0.0533
0.07275,0.01
0.073,0.03
0.07325,0.06
0.0735,0.07
0.07375,0.0517
0.074,0.045
0.07425,-0.045
0.0745,0.2283
0.07475,-0.2067
0.075,-0.2133
0.07525,-0.0817
0.0755,-0.075
0.07575,0.03
0.076,0.0283
0.07625,0.035
0.0765,0.0283
0.07675,0.0133
0.077,0.0117
0.07725,0.0217
0.0775,0.02
0.07775,0.025
0.078,0.025
0.07825,0.0167
0.0785,0.02
0.07875,0.0117
0.079,0.01
0.07925,0.
0.0795,0.0067
0.07975,0.0317
0.08,0.0233
0.08025,0.0333
0.0805,0.035
0.08075,0.03
0.081,0.03
0.08125,0.0267
0.0815,0.0267
0.08175,0.09
0.082,0.0467
0.08225,-0.0717
0.0825,-0.04
0.08275,0.0483
0.083,0.055
0.08325,0.1083
0.0835,0.0733
0.08375,-0.0917
0.084,-0.1017
0.08425,-0.16
